308,280
296,55
21
54,35,174,269
72,35,183,278
90,35,101,47
108,35,124,52
126,35,254,261
144,35,266,267
54,53,72,72
72,53,182,285
90,53,102,66
108,53,108,54
126,53,138,66
144,53,273,278
54,71,125,143
72,71,122,122
90,71,109,91
108,71,114,78
126,71,193,139
144,71,207,135
201,89,106,285
72,89,133,151
90,89,178,178
